project_name,project_ticker,project_link,project_round,project_total_raised,project_pre_valuation,project_categories,project_roi,project_date,project_total_investors
Playbux,,https://icodrops.com/playbux/,IEO on Bybit,2450000,8650000,Social,0.29,2024-04-18,9
Exverse,EXVG,https://icodrops.com/exverse/,Public Sale,3000000,8920000,Gaming,0.12,2024-06-01,7
LightLink,LL,https://icodrops.com/lightlink/,Liquidity Bootstrapping Pool,12200000,30000000,Blockchain,,2024-04-20,13
Letit,LETIT,https://icodrops.com/letit/,Public Sale,847940,8000000,Application,1.21,2024-02-01,0
Focus.xyz,FOCUS,https://icodrops.com/focus-xyz/,Reservation Tokens,80000000,,Social Network,,2024-01-11,0
BlastOff,OFF,https://icodrops.com/blastoff/,IDO on Seedify,930000,4800000,Platform,,2024-04-18,0
Snapmuse.io,SMX,https://icodrops.com/snapmuse-io/,IDO on EnjinStarter,1480000,975500,Music,0.1,2024-04-12,0
TeleportDAO,TST,https://icodrops.com/teleportdao/,Public Sale,9620000,7290000,Infrastructure,0.1,2024-04-11,7
Merlin Starter,MSTAR,https://icodrops.com/merlin-starter/,IEO,10000,14580000,Launchpad,0.36,2024-04-15,22
Omni Network,OMNI,https://icodrops.com/omni-network/,Binance Launchpool,18140000,822000000,Blockchain,5.55,2024-04-13,12
Y8U AI,Y8U,https://icodrops.com/y8u-ai/,IDO on Ape Terminal,900000,20000000,Web3,,2024-04-08,0
Nuklai,NAI,https://icodrops.com/nuklai/,IDO on Ape Terminal,,30000000,Blockchain Service,,2024-04-10,0
Braavos,,https://icodrops.com/braavos/,Retrodrop,10000000,,Wallet,,2024-04-14,7
Massa Labs,MASSA,https://icodrops.com/massa-labs/,IDO on DAO Maker,14420000,55910000,Blockchain,0.47,2024-04-08,10
Manta Network,MANTA,https://icodrops.com/manta-network/,Stake/Farm,60400000,848700000,Blockchain,1.7,2024-03-15,30
Eesee,ESE,https://icodrops.com/eesee/,IDO on Eesee,3000000,14610000,NFT,1.56,2024-04-09,8
Trex20,TX20,https://icodrops.com/trex20/,IDO on Finceptor,1000000,120240,Gaming,0.07,2024-04-07,7
GAM3S.GG,G3,https://icodrops.com/gam3s-gg/,IDO on Polkastarter,4500000,65569999,Gaming,1.64,2024-04-08,34
Ethena,USDe,https://icodrops.com/ethena/,Launchpool on Bybit,20500000,14360000000,DeFi,1.29,2024-04-02,37
Saga,SAGA,https://icodrops.com/saga/,Binance Launchpool,13500000,1540000000,Blockchain,0.3,2024-04-05,22
Planet Mojo,MOJ,https://icodrops.com/planet-mojo/,IDO on Gate.io,18570000,22990000,Gaming,0.23,2024-04-06,25
R Games,RGAME,https://icodrops.com/r-games/,IDO on Finceptor,940000,7500000,Gaming,,2024-03-21,4
PrivateAI,PGPT,https://icodrops.com/privateai/,IDO on DAO Maker,1190000,9790000,Artificial Intellig…,0.29,2024-04-01,11
GPU Network,GPU,https://icodrops.com/gpu-network/,Node Sale Round,5750000,,Infrastructure,,2024-04-05,7
Truflation,,https://icodrops.com/truflation/,IDO on Polkastarter,6400000,43990000,RWA (Real World Ass…,0.59,2024-04-05,13
Arcade,ARC,https://icodrops.com/arcade/,IDO on ChainGPT,8000000,96000000,Gaming,0.03,2024-04-03,24
Mystiko Network,XZK,https://icodrops.com/mystiko-network/,Public Sale,29250000,30200000,Blockchain Service,0.2,2024-03-28,11
Parcl,PRCL,https://icodrops.com/parcl/,Point System Activity,11600000,337000000,RWA (Real World Ass…,0.53,2024-04-04,17
Zeus Network,ZEUS,https://icodrops.com/zeus-network/,Point System Activity,8000000,784500000,Layer-2,2.61,2024-04-04,9
Cysic,,https://icodrops.com/cysic/,Incentivized Activities,18000000,,Blockchain Service,,2024-03-25,11
Velar,VELAR,https://icodrops.com/velar/,IDO on Bybit,3740000,52530000,DeFi,1.75,2024-03-29,22
Flash Protocol,FLASH,https://icodrops.com/flash-protocol/,IDO on ChainGPT,250000,20000000,DeFi,,2024-04-02,9
MetaDOS,SECOND,https://icodrops.com/metados/,IDO on GameFi,3050000,4310000,Gaming,0.36,2024-04-01,5
BonusBlock,BONUS,https://icodrops.com/bonusblock/,IDO on Bybit,2500000,25000000,Marketplace,,2024-03-26,19
Subsquid,SQD,https://icodrops.com/subsquid/,Incentivized Activities,15280000,65950000,Web 3.0,0.53,2024-04-01,21
Versus-X,VSX,https://icodrops.com/versus-x/,Public Sale,1960000,833300,Gaming,0.05,2024-03-29,0
Sensay,SNSY,https://icodrops.com/sensay/,IDO on EnjinStarter,,10000000,Artificial Intellig…,,2024-03-27,0
Apeiron,APRS,https://icodrops.com/apeiron/,Launchpool on Bybit,13110000,98770000,Gaming,0.9,2024-03-22,11
Castle Of Blackwater,COBE,https://icodrops.com/castle-of-blackwater/,IDO on Seedify,1000000,5330000,Gaming,0.27,2024-03-18,3
Gaimin,,https://icodrops.com/gaimin/,IDO on ChainGPT,11150000,57450000,Gaming,0.2,2024-03-23,13
Unibit,UIBT,https://icodrops.com/unibit/,IDO on BullPerks,,12000000,Blockchain Service,,2024-03-22,2
Pundu,PUNDU,https://icodrops.com/pundu/,IDO on DAO Maker,3100000,5000000,Meme,0.11,2024-03-21,0
ANote Music,NOTES,https://icodrops.com/anote-music/,IDO on BullPerks,451250,15000000,Platform,,2024-03-21,0
Dappad,APPA,https://icodrops.com/dappad/,IDO on DAO Maker,1720000,20000000,Blockchain Service,,2024-03-18,0
Koii Network,KOII,https://icodrops.com/koii-network/,Incentivized Activities,50000,,Network,,2024-02-13,2
Fluence Network,FLT,https://icodrops.com/fluence-network/,IDO on Bybit,15150000,326200000,DePIN,6.55,2024-03-15,18
Bowled,BWLD,https://icodrops.com/bowled/,IDO on DAO Maker,3020000,35000000,Gaming,,2024-03-14,8
Polyhedra Network,ZKJ,https://icodrops.com/polyhedra-network/,OKX Jumpstart,45000000,2029999999,Infrastructure,0.68,2024-03-15,20
Oxya Origin,OXYZ,https://icodrops.com/oxya-origin/,IDO on Decubate,1260000,,Gaming,,2024-03-15,0
YOUR Protocol,YOUR,https://icodrops.com/your-protocol/,IDO on DAO Maker,450000,7260000,Ethereum Ecosystem,0.73,2024-02-29,14
EZswap Protocol,EZSWAP,https://icodrops.com/ezswap-protocol/,IDO on EnjinStarter,1150000,40000000,DeFi,,2024-03-08,3
Aevo,AEVO,https://icodrops.com/aevo/,Binance Launchpool,16610000,375500000,DEX,1.5,2024-03-08,10
Nibiru,NIBI,https://icodrops.com/nibiru/,Launchpool on Bybit,32500000,71130000,Blockchain,0.95,2024-03-06,20
StarHeroes,STAR,https://icodrops.com/starheroes/,IDO on Ape Terminal,1590000,24500000,Gaming,1.47,2024-02-28,0
BRCStarter,BRCST,https://icodrops.com/brcstarter/,IDO on GameFi,1020000,3780000,Platform,,2024-03-06,10
MNET,NUUM,https://icodrops.com/mnet/,IEO,40040000,21230000,Blockchain Service,0.05,2024-03-07,35
Masa,MASA,https://icodrops.com/masa/,Public Sale,17690000,245780000,Big Data,1.99,2024-03-07,16
Edu3Labs,NFE,https://icodrops.com/edu3labs/,IDO on DAO Maker,,27000000,Education,,2024-02-29,5
K9 Finance,KNINE,https://icodrops.com/k9-finance/,IDO on Ape Terminal,1620000,10000000,Platform,,2024-03-01,0
Bounty Temple,TYT,https://icodrops.com/bounty-temple/,IDO on BSClaunch,350000,48000000,Gaming,,2024-03-03,2
Patex,PATEX,https://icodrops.com/patex/,IDO on ChainGPT,12480000,3190000,Layer-2,0.42,2024-03-04,7
Weave6,WX,https://icodrops.com/weave6/,IDO on Poolz,2690000,183200,Ethereum Ecosystem,0.01,2024-03-01,0
QORPO World,QORPO,https://icodrops.com/qorpo-world/,IDO on Bybit,10260000,37500000,Gaming,4.53,2024-02-21,12
Vendetta Games,VDT,https://icodrops.com/vendetta-games/,IDO on BullPerks,200000,15000000,Gaming,,2024-02-28,0
Overlay,OV,https://icodrops.com/overlay/,IDO on Polkastarter,2210000,160000,Protocol,,2024-01-29,6
Portal Gaming,PORTAL,https://icodrops.com/portal-2/,Binance Launchpool,29000000,314800000,Gaming,0.1,2024-02-22,8
Celestia,TIA,https://icodrops.com/celestia/,Retrodrop,156500000,4870000000,Modular Blockchain,16.21,2024-02-28,26
QnA3.AI,GPT,https://icodrops.com/qna3-ai/,OKX Jumpstart,,66519999,Web 3.0,0.13,2024-02-26,2
Beoble,BBL,https://icodrops.com/beoble/,IDO on Bybit,7970000,5230000,Social,0.17,2024-02-28,13
Data Ownership Protocol,DOP,https://icodrops.com/data-ownership-protocol/,Point System Activity,,34210000,Zero Knowledge,0.09,2024-02-27,0
Dechat,CHAT,https://icodrops.com/dechat/,IDO on Bybit,4170000,2080000,Social,0.15,2024-02-26,1
Forgotten Playland,,https://icodrops.com/forgotten-playland/,IDO on Ape Terminal,10000000,18110000,Gaming,0.46,2024-02-19,4
Hover,HOV,https://icodrops.com/hover/,IDO on DAO Maker,,27500000,Lending,,2024-02-14,0
Metahorse Unity,MUNITY,https://icodrops.com/metahorse-unity/,IDO on DAO Maker,775000,25000000,Gaming,,2024-02-13,3
Style Protocol,STYLE,https://icodrops.com/style-protocol/,IDO on ChainGPT,3660000,9200000,NFT,1.0,2024-02-19,5
Heroes of Mavia,MAVIA,https://icodrops.com/heroes-of-mavia/,Launchpool,8000000,284250000,Gaming,0.5,2024-02-06,14
StarkNet,STRK,https://icodrops.com/starknet/,Airdrop,282500000,4790000000,Blockchain,0.11,2024-02-20,33
Octavia,VIA,https://icodrops.com/octavia/,IDO on Decubate,3390000,8279999,Artificial Intellig…,0.83,2024-02-18,0
Pixels,PIXEL,https://icodrops.com/pixels/,Binance Launchpool,7200000,822500000,Gaming,13.71,2024-02-09,17
Lynex,LYNX,https://icodrops.com/lynex/,IDO on DAO Maker,,6000000,DEX,,2024-02-07,0
yPredict,YPRED,https://icodrops.com/ypredict/,Presale,,10000000,Platform,,2023-09-01,0
MeMusic,MeMusic,https://icodrops.com/memusic/,IDO on SeaPad,3520000,20000000,Platform,,2024-02-07,12
Ta-da,TADA,https://icodrops.com/ta-da/,Public Sale,4550000,24140000,Social,1.1,2024-01-18,8
Icon.X World,ICNX,https://icodrops.com/icon-x-world/,IDO on EnjinStarter,1100000,4400000,Platform,0.58,2024-02-05,0
Lends,LENDS,https://icodrops.com/lends/,IDO on Bybit,3620000,,Lending,,2024-02-02,1
NAVI Protocol,NAVX,https://icodrops.com/navi-protocol/,IDO on Cetus,2029999,124900000,DeFi,0.95,2024-02-04,16
Web3War,FPS,https://icodrops.com/web3war/,IDO on DAO Maker,,8000000,Gaming,,2024-01-29,0
Massa,MASSA,https://icodrops.com/massa/,Main Sale,,55910000,Blockchain,0.69,2024-01-30,0
Wormhole,,https://icodrops.com/wormhole/,Retrodrop,225000000,2900000000,Blockchain Service,1.16,2024-02-06,8
BeFi Labs,BEFI,https://icodrops.com/befi-labs/,IDO on Ape Terminal,1260000,5250000,Blockchain Service,,2024-01-31,0
Sailwars,SWT,https://icodrops.com/sailwars/,IDO on TrustPad,400000,39600,Gaming,0.01,2024-02-03,0
Stratum Exchange,STRAT,https://icodrops.com/stratum-exchange/,IDO Round 2 on Impossible Finance,25000,29070,DEX,0.02,2024-01-23,0
Ondo Finance,ONDO,https://icodrops.com/ondo-finance/,Launchpool on Bybit,32439999,14630000000,RWA (Real World Ass…,26.79,2024-01-18,19
ZetaChain,ZETA,https://icodrops.com/zetachain/,OKX Jumpstart,27000000,1180000000,Blockchain,0.42,2024-01-30,12
Army of Fortune Metaverse,AFG,https://icodrops.com/army-of-fortune-metaverse/,IDO on Bybit,3000000,570650,Gaming,0.01,2024-01-30,6
Dmail,,https://icodrops.com/dmail/,OKX Jumpstart,,37840000,Blockchain Service,3.79,2024-01-26,20
SubQuery Network,SQT,https://icodrops.com/subquery-network/,Public Sale,15800000,49750000,Web 3.0,0.41,2024-01-30,42
IvendPay,IVPAY,https://icodrops.com/ivendpay/,IDO on Solanium,4200000,5200000,BNB Chain Ecosystem,0.17,2024-01-23,0
PECland,PECL,https://icodrops.com/pecland/,IDO on GameFi,750000,,Gaming,,2024-01-25,11
Aether Games,,https://icodrops.com/aether-games/,Strategic Sale on Avalaunch,17140000,8700000,Gaming,0.27,2024-01-24,10
AltLayer,ALT,https://icodrops.com/altlayer/,Retrodrop,37200000,1150000000,Blockchain Service,6.39,2024-01-25,21
Cadence Protocol,CAD,https://icodrops.com/cadence-protocol/,Liquidity Bootstrapping Pool,3800000,1150000,DeFi,0.02,2024-01-23,7
GT-Protocol,GTAI,https://icodrops.com/gt-protocol/,IDO on Bybit,5080000,51410000,Artificial Intellig…,3.42,2024-01-18,7
UFORIKA,FORA,https://icodrops.com/uforika/,IDO on Poolz,4620000,25900000,Gaming,,2024-01-23,0
CodeX,CDX,https://icodrops.com/codex/,IDO on EnjinStarter,1910000,343,Software,0.01,2024-01-22,0
Devomon,EVO,https://icodrops.com/devomon/,IDO on Gate.io,3660000,24000000,Gaming,,2024-01-22,0
Rapidchain,RAPID,https://icodrops.com/rapidchain/,Main Sale,,16719999,Blockchain,,2023-11-27,0
Project Hive,HGT,https://icodrops.com/project-hive/,IDO on StarLaunch,1360000,5000000,Gaming,,2024-01-20,6
NinjaRoll,ROLL,https://icodrops.com/ninjaroll/,IDO on DojoSwap,,500000,Gaming,,2024-01-19,0
DevvE,DevvE,https://icodrops.com/devve/,Public Sale,4000000,109160000,Blockchain,2.28,2024-03-01,0
Sociapol,SPOL,https://icodrops.com/sociapol/,IDO on Kommunitas,575000,7000000,Social,,2024-01-16,0
Soul Society,HON,https://icodrops.com/soul-society/,IDO on Bybit,40000,2820,Web 3.0,0.01,2024-01-10,0
OORT,OORT,https://icodrops.com/oort/,Main Sale,119510000,297240000,Blockchain Service,0.99,2024-01-14,5
Mar3 AI,MAR3,https://icodrops.com/mar3-ai/,IDO on Gate io,1360000,201000,Artificial Intellig…,0.01,2024-01-08,3
Moon App,APP,https://icodrops.com/moon-app/,IDO on Bybit,2029999,18820000,Launchpad,0.96,2024-01-09,0
Prism,DUEL,https://icodrops.com/prism/,Main Sale,,30250000,Gaming,0.7,2024-01-03,0
GameGPT,DUEL,https://icodrops.com/gamegpt/,IDO on DAO Maker,960000,30250000,Gaming,0.7,2024-01-06,0
Magic Square,SQR,https://icodrops.com/magic-square/,IDO on ChainGPT,13850000,40060000,Web 3.0,0.41,2024-01-10,7
Boba Finance,BFI,https://icodrops.com/boba-finance/,Main Sale,50000,90000000,DeFi,,2024-01-05,0
Port3 Network,,https://icodrops.com/port3-network/,IDO on Poolz,10160000,37710000,DePIN,0.76,2024-01-07,12
Xai,XAI,https://icodrops.com/xai/,Binance Launchpool,,353190000,Gaming,6.61,2024-01-05,7
Sleepless AI,,https://icodrops.com/sleepless-ai/,Binance Launchpool,,587100000,Gaming,0.01,2023-12-28,2
Tatsumeeko,MKLN,https://icodrops.com/tatsumeeko/,IDO on TruePNL,7500000,,Gaming,,2023-12-01,18
ZKFair,ZKF,https://icodrops.com/zkfair/,Main Sale,,5270000,Layer-2,0.03,2023-12-24,0
Solidus AI Tech,AITECH,https://icodrops.com/solidus-ai-tech/,Pre-Public Sale,6840000,172960000,Artificial Intellig…,6.16,2022-03-01,0
BRCport,BRCP,https://icodrops.com/brcport/,IDO on DAO Maker,46000,,Blockchain Service,,2023-12-29,0
Uno Farm,UNF,https://icodrops.com/uno-farm/,Public Round,540000,29300000,Blockchain Service,,2023-09-01,4
Ladder,AMMX,https://icodrops.com/ladder/,Main Sale,,,Blockchain Service,,2023-12-24,0
Manilla Finance,MNLA,https://icodrops.com/manilla-finance/,Public Presale (Round 2),1100000,50000000,Exchange,,2023-12-25,0
Eclipse Fi,ECLIP,https://icodrops.com/eclipse-fi/,IDO on Eclipse Fi,3160000,4700000,DeFi,0.21,2023-12-18,11
Orders.Exchange,RDEX,https://icodrops.com/orders-exchange/,Main Sale,,926800,DEX,0.06,2023-12-20,0
Liquid Crypto,LQDX,https://icodrops.com/liquid-crypto/,Main Sale,,17600000,DeFi,0.68,2023-12-14,0
Agoras: Currency of Tau,AGRS,https://icodrops.com/agoras-currency-of-tau/,Main Sale,,42760000,Blockchain Service,0.17,2023-12-19,0
VaporWallet,VPR,https://icodrops.com/vaporwallet/,IDO on Gate.io,60000,1770000,Wallet,0.12,2023-12-20,0
INTOverse,TOX,https://icodrops.com/intoverse/,Main Sale,,9040000,Wallet,0.02,2023-12-18,0
Fusionist,,https://icodrops.com/fusionist/,OKX Jumpstart,6600000,304440000,Gaming,0.14,2023-12-13,2
TheADA,TADA,https://icodrops.com/theada/,Main Sale,,70000000,Blockchain Service,,2023-12-12,0
GPT Plus,GPTPLUS,https://icodrops.com/gpt-plus/,Main Sale,,78300,Artificial Intellig…,0.09,2023-12-06,0
ZEETOX,GREENGOLD,https://icodrops.com/green-gold/,Main Sale,,20000000,Gaming,,2023-12-08,0
Finceptor,FINC,https://icodrops.com/finceptor/,Main Sale,,4820000,DeFi,0.8,2023-12-04,0
Inspect,INSP,https://icodrops.com/inspect/,IDO on Bybit,30000,24800000,Web 3.0,1.66,2023-12-03,15
5ire,5IRE,https://icodrops.com/5ire/,IDO on Bybit,242960000,10550000,Blockchain Service,0.12,2023-11-30,12
Rebase,IRL,https://icodrops.com/rebase/,Public Sale,8720000,13590000,Web 3.0,0.45,2023-12-01,10
BitStable,BSSB,https://icodrops.com/bitstable/,IDO on Bounce,223230,2270000,DeFi,2.41,2023-11-29,0
Memecoin,MEME,https://icodrops.com/memecoin/,Binance Launchpool,15870000,748650000,Meme,10.87,2023-10-28,1
Friend3,F3,https://icodrops.com/friend3/,IDO on Poolz,992500,8020000,Social,0.8,2023-11-25,0
Jito,JTO,https://icodrops.com/jito/,Airdrop,14200000,3170000000,Liquid Staking Prot…,1.28,2023-11-25,7
Cradles,,https://icodrops.com/cradles/,IDO on Bybit,6350000,180480,Gaming,0.01,2023-11-17,22
BitGain,BGN,https://icodrops.com/bitgain/,Main Sale,,1790,Blockchain Service,0.01,2023-11-10,0
Blockchain With Environment (BW…,BWE,https://icodrops.com/blockchain-with-environment-bwe/,Public Sale,100000,30000000,Gaming,,2023-09-01,0
Monocerus,CERUS,https://icodrops.com/monocerus/,Main Sale,,10010000,Gaming,,2023-11-11,0
MultiBit,MUBI,https://icodrops.com/multibit/,IDO on Bounce,180310,21640000,Multi-Chain Platform,46.52,2023-11-12,0
AI Surf,AISC,https://icodrops.com/ai-surf/,Main Sale,70000,94300,Artificial Intellig…,0.01,2023-11-09,0
Propbase,PROPS,https://icodrops.com/propbase/,Main Sale,180000,96420000,Real Estate,25.16,2023-11-03,0
Masternoded,NODED,https://icodrops.com/masternoded/,Main Sale,,21700,Ethereum Ecosystem,0.01,2023-11-01,0
Lamas Finance,LMF,https://icodrops.com/lamas-finance/,Main Sale,,162150,DeFi,0.06,2023-10-25,0
Neptune Mutual,NPM,https://icodrops.com/neptune-mutual/,IDO on Poolz,10050000,3550000,Insurance,0.21,2023-12-01,26
Neutron,NTRN,https://icodrops.com/neutron/,Binance Launchpool,10000000,361240000,Infrastructure,4.02,2023-10-11,6
Openfabric AI,OFN,https://icodrops.com/openfabric-ai/,Main Sale,5330000,48080000,Artificial Intellig…,1.6,2023-10-13,5
BillionAir,AIRB,https://icodrops.com/billionair/,Pre-Sale,,,Gaming platform,,2023-06-20,0
DeFiYield,DEFI,https://icodrops.com/defiyield/,Public Sale,2350000,23120000,Yield Farming,0.07,2023-10-10,10
Phantom of the Kill,OSHI,https://icodrops.com/phantom-of-the-kill/,Main Sale,,26390000,Gaming,1.76,2023-10-09,0
EDriveToken,EDT,https://icodrops.com/edrivetoken/,IDO on Kommunitas,,2960000,BNB Chain Ecosystem,0.13,2023-10-04,0
Artyfact,ARTY,https://icodrops.com/artyfact/,Presale Round 2,1080000,7500000,Gaming,,2023-06-01,0
Wall Street Memes,WSM,https://icodrops.com/wall-street-memes/,Public Sale,,1560000,Meme,0.04,2023-08-23,0
Book,BOOK,https://icodrops.com/book/,Main Sale,,176030000,Marketplace,,2023-09-01,0
Hibiki Run,HUT,https://icodrops.com/hibiki-run/,Main Sale,150000,360,Music,0.01,2023-09-18,0
O-MEE,OME,https://icodrops.com/o-mee/,IEO,3120000,40000000,Network,1.0,2023-09-19,11
Dino Wars,,https://icodrops.com/dino-wars/,IDO on TorkPad,2600000,2670000,Gaming,0.13,2023-09-15,0
Virtual Versions,VV,https://icodrops.com/virtual-versions/,IDO on DAO Maker,1340000,105400,Artificial Intellig…,0.02,2023-09-01,1
Chainflip,FLIP,https://icodrops.com/chainflip/,Public Sale on CoinList,23440000,92040000,AMM,0.53,2023-08-31,22
Magical Blocks,MBLK,https://icodrops.com/magical-blocks/,Public Sale Round 4,4090000,65000000,Currency,,2023-06-01,0
CyberConnect,,https://icodrops.com/cyberconnect/,Binance Launchpool,30400000,334700000,Blockchain Service,1.86,2023-08-02,19
Sei Network,SEI,https://icodrops.com/sei-network/,Binance Launchpool,85000000,4210000000,Blockchain,5.26,2023-08-02,13
Firepot Finance,HOTT,https://icodrops.com/firepot-finance/,Main Sale,100000,5460,DeFi,0.01,2023-08-25,0
MetaElfLand,MELD,https://icodrops.com/metaelfland/,IEO on Gate.io,,3980000,Gaming,0.11,2023-08-23,0
Simba,SIMBA,https://icodrops.com/simba/,Main Sale,,67400,Exchange,0.01,2023-08-16,0
AIPTP,ATMT,https://icodrops.com/aiptp/,IDO on Kommunitas,,9980000,Artificial Intellig…,,2023-08-07,0
Antmons Entertainment,AMS,https://icodrops.com/antmons-entertainment/,IEO on Gate.io,3360000,24000000,Gaming,,2023-08-15,5
Kryptonite,SEILOR,https://icodrops.com/kryptonite/,IDO on DAO Maker,,8500000,Lending,,2023-08-09,0
CrypCade,ICADE,https://icodrops.com/crypcade/,IDO on PolkaBridge,3710000,30000000,Blockchain Service,,2023-08-10,7
Elfin Kingdom,ELFIN,https://icodrops.com/elfin-kingdom/,IDO on GemPad,9350000,80000000,Gaming,,2023-08-02,6
Suiswap,SSWP,https://icodrops.com/suiswap/,Airdrop,,4650000,DEX,0.24,2023-09-01,0
Pendle,PENDLE,https://icodrops.com/pendle/,Binance Launchpool,17140000,1310000000,DeFi,6.39,2023-07-04,20
Sable,SABLE,https://icodrops.com/sable/,IDO on PancakeSwap,780000,469200,Stablecoin,0.08,2023-07-26,0
SophiaVerse,SOPH,https://icodrops.com/sophiaverse/,IDO on SingularityDAO,5060000,15170000,Artificial Intellig…,0.55,2023-07-18,0
SANGO,SANGO,https://icodrops.com/sango/,Public Sale,,2100000000,Currency,,2022-01-01,0
Moon,2MOON,https://icodrops.com/moon/,Main Sale,,50000000,Blockchain Service,,2023-09-01,0
GameSwift,GSWIFT,https://icodrops.com/gameswift/,IDO on Bybit,50000,108480000,Gaming,5.32,2023-07-18,5
DexCheck,DCK,https://icodrops.com/dexcheck/,IDO on Poolz,2340000,22110000,Artificial Intellig…,2.3,2023-07-19,5
Hatom,HTM,https://icodrops.com/hatom/,IDO on xLaunchpad,8060000,90800000,Blockchain Service,2.28,2023-07-17,13
Magic Shoes,MCT,https://icodrops.com/magic-shoes/,IDO on BSCstation,100000,600000000,Move To Earn,0.01,2023-07-18,0
Arkham,ARKM,https://icodrops.com/arkham/,Binance Launchpad,14500000,1490000000,Big Data,29.9,2023-07-11,7
Sabai Ecoverse,SABAI,https://icodrops.com/sabai-ecoverse/,IDO on Catapult,200000,57130000,Metaverse,1.43,2023-07-15,0
Mantle,MNT,https://icodrops.com/mantle/,Public Sale,,7820000000,Layer-2,2.61,2023-07-11,0
Cruize Finance,CRUIZE,https://icodrops.com/cruize-finance/,Main Sale,,,Arbitrum Ecosystem,,2023-07-07,0
SpartaDEX,SPARTA,https://icodrops.com/spartadex/,IDO on DAO Maker,350000,58000000,DEX,0.58,2023-07-03,0
Maverick Protocol,MAV,https://icodrops.com/maverick-protocol/,Binance Launchpool,17460000,415800000,DEX,2.07,2023-06-14,19
Getaverse,GETA,https://icodrops.com/getaverse/,IDO on Gate.io,40000,648890,Blockchain Service,0.01,2023-07-05,3
Goracle,GORA,https://icodrops.com/goracle/,IDO on Tokensoft Option 2,2000000,8500000,Layer-2,0.19,2023-06-28,7
BIDSHOP,BIDS,https://icodrops.com/bidshop/,IDO on EnjinStarter,250000,92160,DeFi,0.01,2023-06-29,6
Tectum,TET,https://icodrops.com/tectum/,IDO on Kommunitas,5850000,57100000,Ethereum Ecosystem,1.69,2023-06-26,0
Ethlas,ELS,https://icodrops.com/ethlas/,IDO on Gate.io,9130000,4760000,Gaming,0.05,2023-06-27,10
